order_id,review_score,review_creation_date,year,payment_type,payment_installments
0feb8ce954124d3e3d8338c573a9c523,5,2018-08-28,2018-00-00,credit_card,1
34e6d418f368f8079ae152bc178bc66a,3,2018-01-31,2018-00-00,credit_card,2
9ac05114800f02bfaa783bd76842dbe2,1,2018-07-03,2018-00-00,credit_card,3
64ff87188034c4f3dcd52e63db7d045f,4,2018-06-14,2018-00-00,boleto,1
491f193fc52075598871cfe6f19976d4,5,2018-06-19,2018-00-00,credit_card,1
97e11582eb8cdd7b83e35a4243d81f79,5,2018-01-12,2018-00-00,credit_card,2
a9a75c64cb5e9f7bc92e68ec13f05c45,5,2018-04-06,2018-00-00,boleto,1
5abb6c1ea24afdc6e26076bfaa7539cb,5,2018-02-23,2018-00-00,credit_card,1
9cd3b6a2b07667e425975a219b4fc382,5,2018-05-15,2018-00-00,credit_card,3
72b9d86fe4e984d9879013b9ecbb25db,5,2018-04-24,2018-00-00,credit_card,8
248907ae8054cb8e93d5aa44857779b4,5,2018-01-04,2018-00-00,credit_card,1
a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,2018-03-08,2018-00-00,credit_card,1
4a7cf245701068d38d441791b735e4bd,5,2018-05-10,2018-00-00,credit_card,1
a1341cb83bbf1b47392f4a3685d56bad,1,2018-03-07,2018-00-00,credit_card,1
2964eb001b521cc23017f1c007a6712b,5,2018-04-06,2018-00-00,credit_card,4
46d2d651f006b9b9440d1aa37d89c894,5,2018-08-17,2018-00-00,boleto,1
b1cc044d321053348a5e482ca7e6b2e3,2,2018-03-17,2018-00-00,credit_card,1
9d2aa61b374fac5dd063f36fefa602e1,3,2018-03-28,2018-00-00,boleto,1
96b947c986b42f213c9e6b8ccccedb89,3,2018-08-25,2018-00-00,boleto,1
7ed1923ef9c8ce180035acd26a2d8eae,5,2018-06-21,2018-00-00,credit_card,1
705402bc1d956067338873d414158d09,1,2018-04-22,2018-00-00,debit_card,1
6f0d22f1ac98ca3892d88dd39842fc3f,5,2018-05-10,2018-00-00,credit_card,2
5bc4e94aef2841f392fb6fe7ceef69b6,5,2018-05-23,2018-00-00,credit_card,5
83177602aad708cea549501386b021c6,5,2018-01-30,2018-00-00,credit_card,10
b8702f50a689621ab21ef200b55a5b8d,3,2018-01-16,2018-00-00,credit_card,1
0193a99edc8c599aaa16f9b9e991efb8,5,2018-08-02,2018-00-00,credit_card,10
f04e5abb2044dbb28bbdd9aa470e4e8a,5,2018-03-16,2018-00-00,credit_card,6
45c780334bc32cb77559a65c5f171160,1,2018-01-04,2018-00-00,boleto,1
bcaff5892a4def087ea5036d6b89b9db,5,2018-01-10,2018-00-00,credit_card,3
ebcb12dc163784a4dad2cddb8feb64aa,4,2018-06-26,2018-00-00,credit_card,2
e7ec2ee871d40f0b32fb471cb07ad239,4,2018-07-13,2018-00-00,credit_card,1
cd2457140ff84327d7d7030053b80fce,4,2018-08-10,2018-00-00,credit_card,1
77fc7da5ef4df2c48276ae832072dcf1,5,2018-01-10,2018-00-00,credit_card,1
f25ddb6cd62d720a5d91fff80467930a,3,2018-01-20,2018-00-00,credit_card,8
824ed066dde5116b8bcf4d75381e056d,5,2018-04-12,2018-00-00,credit_card,5
140d9953eb16589e277967bbfcdf7ac5,3,2018-08-26,2018-00-00,credit_card,1
6f393015477564624446a2b4c948c0f0,3,2018-02-01,2018-00-00,credit_card,4
cc3db854dd878770935397762ee0e1ce,5,2018-04-05,2018-00-00,credit_card,1
3284a74080329a1d90714bf77280db30,5,2018-03-09,2018-00-00,boleto,1
2a3251c95a3d5c57ed230021faa588a0,5,2018-04-19,2018-00-00,credit_card,2
f41ef35b2b93249c5239c5df242e8b28,5,2018-05-16,2018-00-00,credit_card,3
e18ebd6286697a3f0f6fe267d8286cb2,1,2018-01-12,2018-00-00,credit_card,5
560f7585b57fcc9579460fa21c0d8ec1,1,2018-04-05,2018-00-00,debit_card,1
3144812170fbb0c3b71bbd757609f605,5,2018-03-14,2018-00-00,credit_card,2
617b248faca8fe758da0640030f82f00,1,2018-06-22,2018-00-00,credit_card,4
7958f96c87dcc4edd752ef1a39e75cd9,5,2018-04-28,2018-00-00,credit_card,6
1c8898140458c37fbbf0be37d47193b9,5,2018-04-27,2018-00-00,credit_card,2
b1b42afa1e73f34f90872f5f1ec48391,5,2018-08-04,2018-00-00,credit_card,6
8883dd20e652369652c1abd7a411788f,5,2018-08-21,2018-00-00,credit_card,1
1e91914c9706a5d4665b8c5a6294b107,4,2018-05-15,2018-00-00,credit_card,1
d9ff0185a300435402f043124f530274,1,2018-05-11,2018-00-00,boleto,1
bb5b0d8f3e9c964760c674f2aa2ae0cf,1,2018-03-29,2018-00-00,credit_card,4
cadd4c5765abf658117f2cc7e2a639c2,5,2018-08-26,2018-00-00,credit_card,3
4ecddf4ce273e32faaf71a4a8ed4676e,3,2018-07-22,2018-00-00,credit_card,3
163dbb9a9e122705518ab2735e1c6008,5,2018-04-22,2018-00-00,credit_card,1
4edd97a383a190e45e83c16cd6460d63,5,2018-03-11,2018-00-00,boleto,1
ed6de1d370dd47560f0d9c87c832b6fe,5,2018-05-05,2018-00-00,credit_card,1
b8d7fee0274d75202bee63e9e71fec3f,5,2018-05-12,2018-00-00,credit_card,4
201691efe89d4d71f36e5ea279a8759a,3,2018-03-14,2018-00-00,credit_card,2
5ac69d0f070172b49f4541b6dc1272c6,5,2018-03-24,2018-00-00,credit_card,1
f8b6b27efdf0f73f9e9d978fc503c45f,3,2018-07-12,2018-00-00,credit_card,5
3aa2600d02e113fa1145a76a2e90185f,4,2018-07-13,2018-00-00,credit_card,5
bb4648eb654b7296660ddcbc2ac64c0f,4,2018-06-21,2018-00-00,credit_card,4
fc8c2e8bc069aea361c41c313464993c,5,2018-07-04,2018-00-00,boleto,1
5a2aaa78e3c69a74dd64b28846deb199,4,2018-08-30,2018-00-00,credit_card,4
15c8f741c0b7deafafea8af0f7bb6852,5,2018-04-10,2018-00-00,credit_card,1
935f0d2ac8ce7ce29f5712d2637ddb33,5,2018-02-20,2018-00-00,credit_card,8
f3468d6a2c7586711e9952242898aad4,1,2018-05-23,2018-00-00,credit_card,8
0bcbcc3e0a09b3f6a9495de35f452616,5,2018-07-07,2018-00-00,credit_card,3
a69cfdf2a1c59f8ff05718f69d021e81,4,2018-07-27,2018-00-00,credit_card,1
75ad3bc2c20ac416220546b2268066dc,5,2018-02-23,2018-00-00,credit_card,1
82348f1b5f24ac795fa9320e02c49553,1,2018-06-28,2018-00-00,boleto,1
e239d280236cdd3c40cb2c033f681d1c,5,2018-03-25,2018-00-00,credit_card,3
7bdfa70c4049e7319a3182997e27cb95,3,2018-05-08,2018-00-00,credit_card,3
839b18549775e2e18c8af2ef891474a7,5,2018-03-24,2018-00-00,credit_card,2
fd65651f855608ad1aa52ff4a741c31a,3,2018-05-10,2018-00-00,boleto,1
4709741e829775567b92abc42437b461,5,2018-04-10,2018-00-00,credit_card,8
f729e44f11c7a06db2838b465e8dd090,5,2018-03-27,2018-00-00,credit_card,2
a251664f5760915d29631e4ea0a6f66e,5,2018-06-06,2018-00-00,credit_card,4
287b045cfe9ba0ed08308efc06c366ae,3,2018-05-24,2018-00-00,credit_card,5
ff37040ee7efbb9709c2b4389c4c0fc4,5,2018-03-09,2018-00-00,credit_card,1
9fbfe9199f9a0440a9f57f31c57ccc21,3,2018-01-23,2018-00-00,boleto,1
352ad67deb8528562cff60c00dc6e99a,5,2018-07-12,2018-00-00,credit_card,1
73863aca434e1d117e45109bea6f1937,1,2018-08-17,2018-00-00,credit_card,2
1d96a7c14a9528634756937849d8467d,3,2018-01-31,2018-00-00,boleto,1
78008d03bd8ef7fcf1568728b316553c,5,2018-07-11,2018-00-00,credit_card,4
22b1eef278d4416c1e867a55d1c39fea,5,2018-05-26,2018-00-00,credit_card,2
807bd7d79398132db47a02f8d49c60f8,1,2018-02-24,2018-00-00,credit_card,5
18956b40b774d6384c8539cd61784bd7,5,2018-06-22,2018-00-00,boleto,1
eccb333547035c917db4396ff94c3182,3,2018-02-16,2018-00-00,credit_card,1
06ecfa8dfae87263e05d953aa561603d,5,2018-08-22,2018-00-00,credit_card,13
997cd0cc21c4cc23cf4b07c4f53834db,4,2018-02-24,2018-00-00,boleto,1
fa77b4aa91c0a9f2bc533e0dc380d9c2,4,2018-08-11,2018-00-00,credit_card,4
3c8aa4e17d7d0b7a6b3c5f8ea6d36038,5,2018-07-07,2018-00-00,credit_card,6
96b8bacb04c05e3e178f33bf738f357b,3,2018-01-17,2018-00-00,debit_card,1
1a558554b7f10eba1ffdd56ce469df63,5,2018-04-21,2018-00-00,boleto,1
93720f5a467d2edd5e84e209e8a9a4f6,4,2018-04-19,2018-00-00,credit_card,1
00b9e0f8f588d0406a3de447eb606970,5,2018-02-17,2018-00-00,boleto,1
d9fb85f3f3239e18e331c9f622d6998b,5,2018-08-08,2018-00-00,credit_card,1
55b5a2fb966c36bed46f082ad6062914,1,2018-03-23,2018-00-00,voucher,1
62a575a2a9f2c005b7ec7ff7dd76d5ee,1,2018-08-03,2018-00-00,credit_card,4
dae4fcb62b78ccf2ff3ac4d49113a8f5,5,2018-07-14,2018-00-00,credit_card,8
4806c15e687faabdb46ca2643cfcfa6e,1,2018-03-14,2018-00-00,credit_card,5
c87cf593c8c9e0e59f1039a2bb8e5d44,5,2018-08-15,2018-00-00,credit_card,5
22c9adee57f279cc5b0741ddabc89e6b,5,2018-07-24,2018-00-00,debit_card,1
993da8482e658ec7f1d0c6d955604936,1,2018-08-24,2018-00-00,debit_card,1
e11c61aa2d539f826865ea728496f6d4,5,2018-08-23,2018-00-00,credit_card,6
ace0c35b85db51d5c8dd029487bb9f34,5,2018-01-30,2018-00-00,credit_card,1
824d9780d0313771024a0c70fe9dd9a7,3,2018-06-12,2018-00-00,credit_card,10
f23c71439ab24ac853522e783dd7dec2,5,2018-05-05,2018-00-00,credit_card,3
60c6581ec5ed9187370902a251501b8c,5,2018-01-18,2018-00-00,credit_card,8
80a2b0dcabefef6a83477204433b2482,1,2018-03-11,2018-00-00,credit_card,5
5e791294b4404ec12340f4c938c10cbb,5,2018-02-25,2018-00-00,credit_card,10
33fb6b947580ee29bd0c6babed6049c1,2,2018-03-01,2018-00-00,credit_card,1
4c93b283893b057fe314b13138f01119,5,2018-06-24,2018-00-00,credit_card,6
1882b3d31fb4a660930adb0ba04e8680,5,2018-02-20,2018-00-00,credit_card,1
50f39d306a35f31046305de54b1527ec,5,2018-04-17,2018-00-00,boleto,1
4de53bbf0a2a3bae777eb829a3145c9c,5,2018-02-09,2018-00-00,voucher,1
e5700a52207ef266413e9f43a7b0d5f6,5,2018-08-24,2018-00-00,credit_card,8
814525d9a609035835b96f52ca9047eb,5,2018-08-29,2018-00-00,credit_card,1
a0f2f8b0523207a13f02225bc812ed23,1,2018-08-05,2018-00-00,credit_card,1
da56c7c0b595c544c33fa7d3ea80de80,5,2018-04-28,2018-00-00,boleto,1
a7798126c7238a769777af04c3d19e71,5,2018-02-28,2018-00-00,credit_card,1
1a1ef8dc595adbce0e5d75d806d69286,5,2018-06-08,2018-00-00,voucher,1
1a1ef8dc595adbce0e5d75d806d69286,5,2018-06-08,2018-00-00,credit_card,2
75b96a3b1a4aa70f1b20c1e86020cfd3,5,2018-06-12,2018-00-00,credit_card,3
d66d818e0e5486b4382bdaad63390b53,5,2018-08-01,2018-00-00,boleto,1
fd146e195b9e3e00d02a5bf4208e043a,5,2018-06-11,2018-00-00,credit_card,2
ff014de83d667807820e68d8ea975281,5,2018-06-30,2018-00-00,credit_card,1
758c123811f3da2280246ba25f4938d1,5,2018-06-07,2018-00-00,credit_card,1
758c123811f3da2280246ba25f4938d1,5,2018-06-07,2018-00-00,voucher,1
8624ba83187b6280c6d8b7664a5f5607,5,2018-04-21,2018-00-00,credit_card,1
2c9e182f7a193ad787c1e4dda16768c1,4,2018-08-07,2018-00-00,credit_card,1
aa3ae718cc36bc728bd78c098dc84c24,5,2018-03-09,2018-00-00,boleto,1
16e38caa92e342c7780f68832f832d4d,5,2018-05-25,2018-00-00,credit_card,8
a80d60911463339180881ccd9364d98f,4,2018-02-24,2018-00-00,credit_card,2
51c7edabb9739b6998ee68efb7e10d31,3,2018-03-06,2018-00-00,boleto,1
92cd4be4e992be4ab03304531ce6c5f9,1,2018-01-31,2018-00-00,boleto,1
df8e5e994bcc820fcf403f9a875201e6,5,2018-08-07,2018-00-00,credit_card,8
897fab0704eda65c69520010b02a3fee,4,2018-05-19,2018-00-00,credit_card,1
e0ffd1287f544946a6a6a2dca083e37f,5,2018-02-24,2018-00-00,credit_card,8
534a0fbe91a806a1dc6bf09b497e3d6f,1,2018-02-09,2018-00-00,boleto,1
e419e5015f43887f330150fd21ff60f6,5,2018-04-24,2018-00-00,credit_card,3
9dd72a3853b3514932140ba93b5192c9,4,2018-07-03,2018-00-00,credit_card,2
6d7195bd775441e75af3f52c8c73031f,3,2018-03-30,2018-00-00,credit_card,3
c277dea251cfd74bf121060769a7135a,5,2018-08-14,2018-00-00,credit_card,2
f506fd1443d94ad16f25a94426fb8805,5,2018-06-03,2018-00-00,credit_card,10
2d8d686ea253f4d2cdfc519f2840fea3,5,2018-01-05,2018-00-00,boleto,1
1266cc122d380586b104c2f5380f1210,5,2018-02-02,2018-00-00,credit_card,3
73efff4d70edf5102701931188e4b15f,3,2018-03-20,2018-00-00,credit_card,1
ab25d035abca0cb6c74fff900e926246,1,2018-04-27,2018-00-00,credit_card,5
51eaae3287e04efba45a51f52098fc88,1,2018-04-27,2018-00-00,credit_card,1
f2be3946c5ae27518a65c37a05b914f9,5,2018-03-01,2018-00-00,boleto,1
aa834e164d26bde6b0890bb9e70fbf9d,5,2018-08-08,2018-00-00,credit_card,1
bfaea68f958681ec9d22aa2114b45721,4,2018-08-12,2018-00-00,credit_card,1
729c445f5f350f88d5c9a3911d6e9bc0,5,2018-05-10,2018-00-00,credit_card,10
38c0b09e36d478fb62769ec5701e0e92,5,2018-04-27,2018-00-00,credit_card,8
a5a83c95ed669b7ba0ddce1d761c191f,1,2018-03-01,2018-00-00,credit_card,1
a5a83c95ed669b7ba0ddce1d761c191f,1,2018-03-01,2018-00-00,credit_card,1
1b82cfd1e6a6d682ee254b2ff4cf387f,4,2018-03-31,2018-00-00,credit_card,1
43050a51a257b17d51295e07650cb654,1,2018-08-23,2018-00-00,boleto,1
fdf8f05467e28901dbd88f446effd6d9,5,2018-08-18,2018-00-00,credit_card,6
a848ecb46fe108b35dd5bd7bf4fdddca,2,2018-05-19,2018-00-00,credit_card,5
da6c1b5c9a1106ebca4a15148d062c0f,5,2018-02-01,2018-00-00,boleto,1
67274e3826cb110f3d0cb45f33c2275e,3,2018-07-06,2018-00-00,credit_card,1
6c21f6a1d56c99f439fe378d0ac026f2,5,2018-04-11,2018-00-00,credit_card,5
169d7e0fd71d624d306f132acd791cbe,5,2018-03-04,2018-00-00,credit_card,1
169d7e0fd71d624d306f132acd791cbe,5,2018-03-10,2018-00-00,credit_card,1
38fc895ea0a2aa253a46a6fdbb65aaf5,5,2018-08-10,2018-00-00,credit_card,10
f269e83a82f64baa3de97c2ebf3358f6,3,2018-01-12,2018-00-00,credit_card,7
b630c986ea5c14749196132407a05589,5,2018-07-04,2018-00-00,boleto,1
7368e14d8b9e7b886e433697b89e937c,3,2018-02-27,2018-00-00,credit_card,4
c52439e463e5cd80125600ab8ee93344,5,2018-02-06,2018-00-00,credit_card,1
3dd70a36f5f41e56af19f4948fdc0745,4,2018-01-13,2018-00-00,credit_card,1
5b7584c36737b6035bd68d79b4fbac54,5,2018-03-14,2018-00-00,credit_card,1
762955db358210db24103ff9ce1ddda7,1,2018-03-21,2018-00-00,credit_card,1
a90caee2f02cc59cf28469ec71681116,5,2018-08-28,2018-00-00,boleto,1
134bf8fea9ec1583380780902cf0dc7c,5,2018-03-18,2018-00-00,credit_card,10
cecf84099dc3067ec87149ddac39105a,4,2018-05-10,2018-00-00,credit_card,1
c81d1d3f8deeded6af5d352021b5a188,5,2018-04-04,2018-00-00,boleto,1
9764b03686753eaa7ea549fa0b805f75,4,2018-02-01,2018-00-00,voucher,1
e55094da7605b6e7fd370e4a4be7194d,5,2018-07-01,2018-00-00,credit_card,8
eb3e838f029e2dd36256fecaeb49b999,5,2018-05-10,2018-00-00,boleto,1
9af977c382c0327169fc10939881b472,5,2018-01-09,2018-00-00,credit_card,1
9af977c382c0327169fc10939881b472,5,2018-01-09,2018-00-00,credit_card,1
f1102aaed56d382cca01e04bec7b9910,5,2018-06-22,2018-00-00,credit_card,5
409e065598ea4a9dba359d894ab0cab9,1,2018-01-10,2018-00-00,boleto,1
c09eea5faf2f865d54fac5b97b961a75,1,2018-02-09,2018-00-00,boleto,1
e907b53c6245de45677494c2348dc8cc,5,2018-07-11,2018-00-00,credit_card,5
043f43899c67438005004d160d18f55c,5,2018-06-20,2018-00-00,credit_card,1
6ce409ae9fc35c1c78c3190b660a23b4,5,2018-03-24,2018-00-00,credit_card,4
6d87523e95d5670f7bbd10a46d5d70ab,5,2018-07-07,2018-00-00,boleto,1
c5a47daec61dfde191baca4e5c10668f,4,2018-05-08,2018-00-00,boleto,1
92acf87839903a94aeca0e5040d99acb,5,2018-02-16,2018-00-00,credit_card,1
327eb42fa668b532239f44713415a37a,3,2018-04-26,2018-00-00,credit_card,10
28dee43776d6b4f40164b3dfabb8abe8,4,2018-02-08,2018-00-00,credit_card,2
520a772c685704aec515546f7a098ea9,1,2018-01-30,2018-00-00,credit_card,4
ce136deab0b93414db6536909873e31b,5,2018-03-06,2018-00-00,credit_card,4
fb085529373f03634a84fa2358deedcd,5,2018-05-07,2018-00-00,credit_card,8
7b5004a23c4918b7c96c9d0cfd6107b6,5,2018-08-14,2018-00-00,credit_card,8
4cd9478b63edacb631dcf780b036b157,4,2018-07-01,2018-00-00,boleto,1
ada32b6f0cb6b0a58d13dc20a423f2fa,5,2018-07-27,2018-00-00,credit_card,1
b00122d54463704c33f4768470c6db03,5,2018-01-16,2018-00-00,credit_card,5
6d2fbf76787b9f35b1f3c3835a8a6a01,5,2018-08-04,2018-00-00,credit_card,3
a5286db4d5cd7fc8c7d997f24a7fe85a,5,2018-05-16,2018-00-00,boleto,1
1cf0fc2c07de89a211f8dcf9ff5af15b,3,2018-08-17,2018-00-00,credit_card,3
93e56c4866b1bca15316f565c387e573,5,2018-03-27,2018-00-00,credit_card,3
c862d307944b0dd344a6e4310a345564,3,2018-01-23,2018-00-00,credit_card,4
e03e8192ecbedf3c6493ae3c01ba21e3,1,2018-07-14,2018-00-00,credit_card,1
b296bc0dc4e73e99c3f6196a1b97b9aa,5,2018-04-13,2018-00-00,credit_card,1
3e34f8c0022e2a7093ae49d16555e06b,4,2018-08-16,2018-00-00,boleto,1
934e266bc66e8ed5bba8266dfde60175,1,2018-05-22,2018-00-00,credit_card,2
20643f3f5e6c738074425d5ea256551a,4,2018-04-19,2018-00-00,credit_card,10
09744659d8e64274cf91bb288d9c3aec,5,2018-07-31,2018-00-00,credit_card,3
d9aefa5d4ccd369c783f5121e069a470,5,2018-05-11,2018-00-00,credit_card,1
7ee7410ad49b716a783af62488071cb7,4,2018-05-26,2018-00-00,credit_card,1
54b4da510fed5dc3cf3e7a8e50a5f224,4,2018-03-10,2018-00-00,credit_card,3
6c93ca822cc626b24dfbda211ce26e53,3,2018-02-24,2018-00-00,credit_card,10
c33421c96efacce72747c9208101259c,3,2018-08-02,2018-00-00,boleto,1
df14f6645d1232e2c0e88fd8566e0a87,5,2018-01-16,2018-00-00,credit_card,4
ffd7f21b9b4ea30d3536d4cadd19fa42,4,2018-06-06,2018-00-00,boleto,1
7dd12269fb63d70af90a488dc5e90876,5,2018-04-17,2018-00-00,credit_card,1
53007e0777fa3fb5e536c05a83b50198,4,2018-04-24,2018-00-00,voucher,1
53007e0777fa3fb5e536c05a83b50198,4,2018-04-24,2018-00-00,credit_card,2
9dd961aa6268f666f626787499250308,5,2018-06-26,2018-00-00,credit_card,2
bd5b7e9241d5281b1d7e865b489d6ddd,5,2018-01-05,2018-00-00,credit_card,4
bbabc62c81566b606962e10a6f96e9c0,5,2018-04-19,2018-00-00,voucher,1
bbabc62c81566b606962e10a6f96e9c0,5,2018-04-19,2018-00-00,credit_card,1
c7112d33d777ec13eb958ee0dbff02b3,5,2018-05-01,2018-00-00,credit_card,10
af168723acee7d4de0144ad5361f547d,3,2018-07-07,2018-00-00,credit_card,3
4b9d1bbbeed0481ecc124c66e355896f,5,2018-03-07,2018-00-00,credit_card,5
a5e7e590a77dc838c0311d33e0c88abb,4,2018-07-03,2018-00-00,credit_card,1
8538cceabb941edabecc8ac62f6813c9,5,2018-06-07,2018-00-00,boleto,1
c535905a60628bab8a2b2a69375180ed,3,2018-06-07,2018-00-00,credit_card,5
326498d34ca452ef02d49a1cc8069b1e,5,2018-03-14,2018-00-00,boleto,1
50ca437944c60d3b838ce51d74a464b8,5,2018-01-20,2018-00-00,credit_card,3
edcaded448abfc7302a12be6f10cbdec,4,2018-02-27,2018-00-00,credit_card,1
613664f2d7289e4a0898d9bfeb426db0,5,2018-01-05,2018-00-00,credit_card,1
1da63677fa1ab2793e98f11327b5756a,5,2018-02-23,2018-00-00,credit_card,2
7ddace81184c314bfaf0e0632b130f8f,5,2018-03-19,2018-00-00,credit_card,3
e996c39018a2d8a9e46fbbbbb10ee3a7,5,2018-01-31,2018-00-00,credit_card,1
7ec4063a8ed5b8e7ab1b7bdd7951ffa9,5,2018-04-20,2018-00-00,credit_card,3
acf6e912a8db79e50ddd2fe14628e89c,1,2018-08-15,2018-00-00,credit_card,1
bf4224a194089b88ebdaeda0a49ca9ea,5,2018-05-04,2018-00-00,credit_card,1
c589bcc1414f7d7d949f353b1d1a45d9,5,2018-02-04,2018-00-00,credit_card,3
c1ba0776bb79a0826691352f8d6ea4e0,5,2018-07-12,2018-00-00,credit_card,1
049ede3fc839758e81752a9dacd1f911,5,2018-08-11,2018-00-00,boleto,1
359dfdef7cf4ed1003c2a0463eb431ba,5,2018-08-09,2018-00-00,credit_card,1
d73bf025952ff50e52729bd60ba12f28,5,2018-08-10,2018-00-00,credit_card,3
6b5c527f8d210097a9cfaddd7bf4ec94,5,2018-01-10,2018-00-00,credit_card,2
15182308be26817f3df02cb049167836,4,2018-04-13,2018-00-00,credit_card,3
b5c0376b6e5f1f85b97037f72d2424f3,5,2018-05-31,2018-00-00,credit_card,1
a9a6fd3ca2e803548ec0685c9261a4e2,5,2018-08-21,2018-00-00,boleto,1
a1ea75ae7c9c7bb3f5b51a9ee910de31,5,2018-01-26,2018-00-00,boleto,1
109294a0d68947b6b49c0a59a8f951cd,4,2018-06-17,2018-00-00,credit_card,10
dcccbd535ac6be4884373971fe2cf444,4,2018-02-16,2018-00-00,credit_card,3
daece90b61801c766fe21e0922574566,5,2018-05-05,2018-00-00,credit_card,7
993f3fc78c8cdf418bd5b0f7cfffcaa9,2,2018-08-22,2018-00-00,credit_card,6
2228de938a229c135ae3bd0bf71a128c,5,2018-04-28,2018-00-00,boleto,1
26874945bcbf47606ab08580cf923693,1,2018-02-22,2018-00-00,boleto,1
25a178eea0cfa9b0489aa1d8294423bf,1,2018-03-10,2018-00-00,credit_card,1
16ee199eae699a717d29b7135597f94f,4,2018-04-18,2018-00-00,credit_card,1
